File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/env_check.c,28,11,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20)",Check environment variables carefully before using them,,"CWE-807, CWE-20",	envval = getenv(var);,0d237e4a5f471dec8e944e4f2c6d0d04ff17023dcd7ef8060cc77487e7820971
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/openat.c,43,14,3,buffer,getopt_long,"Some older implementations do not protect against internal buffer overflows (CWE-120, CWE-20)","Check implementation on installation, or limit the size of all string inputs",,"CWE-120, CWE-20","	while ((c = getopt_long (argc, argv, ""+hdr:"", long_options, NULL)) != -1) {",10a14cabe2d564108f703932daacb9f5531e15f190419182c4d06bc1e223a331
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/ptrace.c,220,9,3,buffer,getopt,"Some older implementations do not protect against internal buffer overflows (CWE-120, CWE-20)","Check implementation on installation, or limit the size of all string inputs",,"CWE-120, CWE-20","		opt = getopt(argc, argv, ""chn:"");",714acd7d76eeccdd9ce442aa7b3b5dceb2e25ddb89be9a9c7fdf96bda30522ea
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/ptrace_helper.c,14,16,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20)",Check environment variables carefully before using them,,"CWE-807, CWE-20","char *tracer = getenv(""_tracer"");",fac7c760026b35f96c631aa9370f8c7fa6e5bb43aaee71e80f356fa32322c5bc
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/socketpair.c,37,8,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20)",Check environment variables carefully before using them,,"CWE-807, CWE-20",	fd0 = getenv(ENV_FD0);,e5548d93710f2b684b4d9b569445ae27ee0e41e3bb97d56fccc0b1ddda15d313
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/socketpair.c,38,8,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20)",Check environment variables carefully before using them,,"CWE-807, CWE-20",	fd1 = getenv(ENV_FD1);,589f7f3861570441842be3e6cdc55b43e64b1154516d9c9676a74b6ff64e0823
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/syscall_chroot.c,93,6,3,misc,chroot,"chroot can be very helpful, but is hard to use correctly (CWE-250, CWE-22)","Make sure the program immediately chdir(""/""), closes file descriptors, and drops root privileges, and that all necessary files (and no more!) are in the new root",,"CWE-250, CWE-22",	if (chroot(argv[1]) == -1) {,99a91b9b7181c9d27f16ea3888fd27bd17f3d7077ab283d37131eace054376bf
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/transition.c,344,14,3,buffer,getopt,"Some older implementations do not protect against internal buffer overflows (CWE-120, CWE-20)","Check implementation on installation, or limit the size of all string inputs",,"CWE-120, CWE-20","	while ((o = getopt(argc, argv, ""f:L:M:l:m:O:P:o:p:"")) != -1) {",2f1964a43b917c0d7c4c94d6bfdb318a1d01928755c8fbdaebc33f624f4e2029
/home/capstone/Desktop/root/apparmor-2.13.3_pure/binutils/aa_exec.c,174,3,2,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120),"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused)",Risk is low because the source is a constant string.,CWE-120,"		strcat(name, ""://"");",92659737bfceaffa277d4c6e843642c03b5ef6161788f360ff4182769d9bf68f
/home/capstone/Desktop/root/apparmor-2.13.3_pure/binutils/aa_exec.c,183,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char name[PATH_MAX];,8a28ff0d5e61ea6c379e36d2d4bf2ed809032e2bc4087c32b055b307af72aeb6
/home/capstone/Desktop/root/apparmor-2.13.3_pure/changehat/mod_apparmor/mod_apparmor.c,138,11,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,"    const char *aa_hat_array[6] = { NULL, NULL, NULL, NULL, NULL, NULL };",41edad7e4023722f7d3a07c4ffb61a956c8ac7fd5e746dff7b6c6e48a13edd36
/home/capstone/Desktop/root/apparmor-2.13.3_pure/changehat/pam_apparmor/pam_apparmor.c,100,7,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd = open(""/dev/urandom"", O_RDONLY);",f3dff9249a024b2533bc536d63ff11298c0ebe9ec4768f00506a45463ec7e865
/home/capstone/Desktop/root/apparmor-2.13.3_pure/changehat/tomcat_apparmor/tomcat_5_0/src/jni_src/JNIChangeHat.c,36,6,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,     char hatname[128];,5ca1fc08986d515c06e45ea509fa62007dba52749a84c13ffd19b0890d5a0f00
/home/capstone/Desktop/root/apparmor-2.13.3_pure/changehat/tomcat_apparmor/tomcat_5_5/src/jni_src/JNIChangeHat.c,36,6,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,     char hatname[128];,5ca1fc08986d515c06e45ea509fa62007dba52749a84c13ffd19b0890d5a0f00
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/features.c,44,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char hash[HASH_SIZE];,9b55fb1894dfb977fcf42fe6ff9bc5f98a7ff0d1cb3afd22590efc4e8077804a
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/features.c,45,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char string[STRING_SIZE];,9dc89c81b4588b4f7a4ad6f4dec9154a525901ca7337bbed95ef264986fdc99e
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/features.c,479,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(f->string, string, size);",508cd307ac70fe9be3516e8d5807a1dec4efeedeb3f636ce80d5679e28661301
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,109,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char buffer[2];,9b8ce1cf06486abc685df642416df8b8aae27f093a09350da9de9726d94b04ea
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,120,7,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd = open(""/sys/module/apparmor/parameters/enabled"", O_RDONLY);",e0b87580fbebf6f2bddaaf9c1194e99cd7ef6e1d95502982e3ce3c0d1afc9680
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,271,7,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd = open(tmp, O_RDONLY);",93cd518e5720a154907ee4782229495b58e8c574ea6c066890b54736c5cdbab8
